"subject" "activity" "mean_of_fBodyAccJerk_mean_X" "mean_of_fBodyAccJerk_mean_Y" "mean_of_fBodyAccJerk_mean_Z" "mean_of_fBodyAccJerk_std_X" "mean_of_fBodyAccJerk_std_Y" "mean_of_fBodyAccJerk_std_Z" "mean_of_fBodyAccMag_mean" "mean_of_fBodyAccMag_std" "mean_of_fBodyAcc_mean_X" "mean_of_fBodyAcc_mean_Y" "mean_of_fBodyAcc_mean_Z" "mean_of_fBodyAcc_std_X" "mean_of_fBodyAcc_std_Y" "mean_of_fBodyAcc_std_Z" "mean_of_fBodyBodyAccJerkMag_mean" "mean_of_fBodyBodyAccJerkMag_std" "mean_of_fBodyBodyGyroJerkMag_mean" "mean_of_fBodyBodyGyroJerkMag_std" "mean_of_fBodyBodyGyroMag_mean" "mean_of_fBodyBodyGyroMag_std" "mean_of_fBodyGyro_mean_X" "mean_of_fBodyGyro_mean_Y" "mean_of_fBodyGyro_mean_Z" "mean_of_fBodyGyro_std_X" "mean_of_fBodyGyro_std_Y" "mean_of_fBodyGyro_std_Z" "mean_of_tBodyAccJerkMag_mean" "mean_of_tBodyAccJerkMag_std" "mean_of_tBodyAccJerk_mean_X" "mean_of_tBodyAccJerk_mean_Y" "mean_of_tBodyAccJerk_mean_Z" "mean_of_tBodyAccJerk_std_X" "mean_of_tBodyAccJerk_std_Y" "mean_of_tBodyAccJerk_std_Z" "mean_of_tBodyAccMag_mean" "mean_of_tBodyAccMag_std" "mean_of_tBodyAcc_mean_X" "mean_of_tBodyAcc_mean_Y" "mean_of_tBodyAcc_mean_Z" "mean_of_tBodyAcc_std_X" "mean_of_tBodyAcc_std_Y" "mean_of_tBodyAcc_std_Z" "mean_of_tBodyGyroJerkMag_mean" "mean_of_tBodyGyroJerkMag_std" "mean_of_tBodyGyroJerk_mean_X" "mean_of_tBodyGyroJerk_mean_Y" "mean_of_tBodyGyroJerk_mean_Z" "mean_of_tBodyGyroJerk_std_X" "mean_of_tBodyGyroJerk_std_Y" "mean_of_tBodyGyroJerk_std_Z" "mean_of_tBodyGyroMag_mean" "mean_of_tBodyGyroMag_std" "mean_of_tBodyGyro_mean_X" "mean_of_tBodyGyro_mean_Y" "mean_of_tBodyGyro_mean_Z" "mean_of_tBodyGyro_std_X" "mean_of_tBodyGyro_std_Y" "mean_of_tBodyGyro_std_Z" "mean_of_tGravityAccMag_mean" "mean_of_tGravityAccMag_std" "mean_of_tGravityAcc_mean_X" "mean_of_tGravityAcc_mean_Y" "mean_of_tGravityAcc_mean_Z" "mean_of_tGravityAcc_std_X" "mean_of_tGravityAcc_std_Y" "mean_of_tGravityAcc_std_Z"
"16" "WALKING_DOWNSTAIRS" -0.244160757568085 -0.288455835076596 -0.241894411610638 -0.196352255227234 -0.237331525125532 -0.202111008057447 -0.21734943037234 -0.176647073638298 -0.277291396853191 -0.252119096878723 -0.206465360594468 -0.239772003191489 -0.255540094031915 -0.269384403638298 -0.196708241042553 -0.183035858008085 -0.240923355740426 -0.195616188 -0.16392946387234 -0.212877558774468 -0.2047864751 -0.222859642517021 -0.206670346774468 -0.226512906042553 -0.223729565895745 -0.229686876059574 -0.31155693612766 -0.277836094595745 -0.223591445593617 -0.240188420191489 -0.2633436765 -0.23843053506383 -0.243115936808511 -0.26513633449 -0.309550404234043 -0.298312190408511 -0.198138266887979 -0.209489998125532 -0.1793301771 -0.180423171857447 -0.2021401676 -0.20900922757234 -0.270930909426596 -0.272599456221277 -0.290905314106383 -0.304051076693617 -0.313661915170213 -0.264276803438298 -0.297701160925532 -0.318565773091489 -0.294435784170213 -0.3085756117 -0.277282491375745 -0.2889716585 -0.285643211170213 -0.300675610106383 -0.294614545212766 -0.292907105108511 -0.28854547116383 -0.309997327914894 -0.174768196685106 -0.202594202276596 -0.195546270525532 -0.197695156342553 -0.20418132997234 -0.235910301214894
"16" "WALKING_UPSTAIRS" -0.417475598280392 -0.412238980098039 -0.427162097954902 -0.449455048511765 -0.451735626747059 -0.43605986655098 -0.443591549960784 -0.448012146131373 -0.42705419272549 -0.437544215664706 -0.437647212429412 -0.438287492686275 -0.431327387313725 -0.418523937333333 -0.478933195980392 -0.465497030490196 -0.466350748117647 -0.430732479529412 -0.450638782999216 -0.461699064039216 -0.442605990784314 -0.437328566121569 -0.44576455147451 -0.447481439784314 -0.42980888072549 -0.436794354137255 -0.370193378764706 -0.411187976776471 -0.459589859862745 -0.428741096813725 -0.395794441127451 -0.420788593409804 -0.412757829705882 -0.426451760058824 -0.420464504352941 -0.402839728019608 -0.407565616133333 -0.422996229505882 -0.430118984288235 -0.431873579333333 -0.440443175598039 -0.416453274531373 -0.39795572327451 -0.415329060588235 -0.439791367215686 -0.409654021823529 -0.401913063282353 -0.416412127745098 -0.389175556688235 -0.401167847313726 -0.415202715529412 -0.414924389331373 -0.409546117436275 -0.387808157666667 -0.405851455162745 -0.423881273607843 -0.410182860435294 -0.444716322560784 -0.389300334980392 -0.381771489766667 -0.426755116339216 -0.426928096196078 -0.408688479103922 -0.433117658541176 -0.433857803823529 -0.435780716647059
"17" "LAYING" -0.80913222315493 -0.849492194887324 -0.843324845971831 -0.822141284230986 -0.82527006918169 -0.801021701592958 -0.740030038112676 -0.740293026114085 -0.749430393294366 -0.753342594390141 -0.748935903060282 -0.750049176377606 -0.745754711 -0.772237227797183 -0.739664794422535 -0.738829087764789 -0.755959992450704 -0.775313038352113 -0.739166402697324 -0.738944899929577 -0.76655780658169 -0.775333740859155 -0.767564292359155 -0.769897260633803 -0.776375727608451 -0.763409818609859 -0.716085042239437 -0.724253964687324 -0.722883306746479 -0.719988936014085 -0.717032397774648 -0.717399829232394 -0.717180538573239 -0.733463832584507 -0.785222438197183 -0.736633495061268 -0.822382670891549 -0.837122477267606 -0.836567668225352 -0.826597856647887 -0.811501028394366 -0.807386816857746 -0.717621424719718 -0.733132608487324 -0.773132130471831 -0.776291002929577 -0.790772860892958 -0.819871576352113 -0.816082792521127 -0.804982471278873 -0.727876106904225 -0.728312802371831 -0.735594697229577 -0.761550542 -0.781537499533803 -0.788236506812676 -0.793033914014085 -0.781451825971831 -0.724962606356338 -0.720246531929577 -0.801219802530986 -0.813095635239437 -0.80644475971831 -0.79992251515493 -0.771464876394366 -0.744988563816901
"17" "SITTING" -0.75762748654375 -0.741453095359375 -0.73519905203125 -0.759005169670313 -0.772501723585937 -0.799971127359375 -0.835960187484687 -0.839625276608125 -0.808651304109375 -0.813321148054687 -0.821634357648438 -0.820344989484375 -0.818316878071875 -0.784929396126563 -0.841453484953125 -0.843767676864063 -0.814360656765625 -0.801357143664063 -0.854270465532812 -0.845949146921875 -0.8152121172 -0.81061452390625 -0.816369362229687 -0.813916397848438 -0.801866188703125 -0.834448634 -0.84902886490625 -0.84943701034375 -0.847898371671875 -0.845752874609375 -0.858054914846875 -0.853098878046875 -0.84260594740625 -0.837174663684375 -0.797946588501563 -0.830263184398437 -0.760757332921094 -0.750306262921875 -0.747870322040625 -0.757082166996875 -0.775495882384375 -0.792680710708437 -0.846454398264063 -0.819436318021875 -0.788025438884375 -0.790095420410937 -0.757587431840625 -0.741610105375 -0.761155575840625 -0.758351657140625 -0.839797451859375 -0.837686839010938 -0.819980679390625 -0.79252470509375 -0.77522086965 -0.766511287453125 -0.768622262410937 -0.775064991875 -0.84104427344375 -0.840031633259375 -0.794106350645313 -0.7789489042625 -0.767933122420313 -0.795996401903125 -0.80737046084375 -0.83974744721875
"17" "STANDING" -0.82333576074359 -0.83667643289359 -0.84042119424359 -0.837973409242308 -0.828603999039744 -0.812199253269231 -0.804474774738333 -0.792362149798718 -0.808680224839744 -0.801020546961538 -0.793903650720513 -0.773931656812821 -0.779432527773077 -0.799456973208974 -0.790760666841026 -0.789028740679487 -0.797914576451282 -0.809226970294872 -0.770577904399487 -0.767540062310256 -0.801763745146154 -0.805122568091026 -0.802889336966026 -0.800285495380769 -0.800790463770128 -0.800283828466667 -0.800283088226923 -0.799065841816667 -0.790660375358974 -0.789285323858974 -0.788031055376923 -0.778684753048718 -0.793877674461538 -0.79186680865641 -0.823145573755128 -0.814436363882051 -0.838378758248718 -0.847102680855128 -0.836513498923077 -0.82160641889359 -0.818480504666667 -0.816872600041282 -0.804402552685513 -0.824463949948718 -0.805969603341026 -0.805522099996154 -0.821796429767949 -0.836762105395897 -0.842402354470513 -0.828360130392308 -0.79586320904359 -0.794649213164103 -0.799369688485897 -0.826076386961539 -0.841934840380769 -0.829074589203846 -0.813010369085897 -0.804459495617949 -0.801592966126923 -0.794715730203846 -0.814859180814103 -0.826668821532051 -0.825487388807692 -0.829268365719231 -0.812500479461538 -0.802448969641026
"17" "WALKING" -0.327452713131148 -0.318445386434426 -0.315696477118033 -0.342358741706229 -0.344593899540984 -0.341149948772131 -0.37580753647541 -0.374283427931148 -0.353280158896721 -0.356416874698361 -0.36206929892459 -0.356797269786885 -0.361756795716393 -0.337241918090164 -0.365064134565574 -0.366319376295082 -0.36136049624918 -0.367327503540984 -0.376324829960656 -0.378841309688525 -0.344477381229508 -0.346157827836066 -0.340484803640984 -0.355903757111475 -0.368327277409836 -0.374217909647541 -0.375497903786885 -0.372521272636066 -0.387858759311475 -0.379800828098361 -0.371735487004918 -0.360773775590164 -0.374281345752459 -0.361824460842623 -0.359866390377049 -0.372637606167213 -0.3279092675 -0.343947813515246 -0.352819251193443 -0.322589489714754 -0.317048183868852 -0.326809357409836 -0.377049325290164 -0.361096829979836 -0.339479046237705 -0.337143480841803 -0.342377308736066 -0.330408371498361 -0.339462978114754 -0.344821359852459 -0.367999107924918 -0.367439851573771 -0.363534443672131 -0.355971163688525 -0.337185716803279 -0.353186435557377 -0.350234797659016 -0.34193861357377 -0.386380083114754 -0.366554276590164 -0.328841919688525 -0.330993580918033 -0.349505794547541 -0.351533560213115 -0.358258857737705 -0.371350949344262
"17" "WALKING_DOWNSTAIRS" -0.238369300347826 -0.247201473173913 -0.254834453565217 -0.207613295995652 -0.214489141706522 -0.225864265306522 -0.31320379321087 -0.306258872621739 -0.271593186393478 -0.311504144967391 -0.302852235915217 -0.279705219521739 -0.285420002656522 -0.293094201436957 -0.305116681063043 -0.259940553969565 -0.259773713347826 -0.211953875304348 -0.249565909213043 -0.236939671804348 -0.205023525608696 -0.230699960671739 -0.240541981615217 -0.278393352813043 -0.271938427543478 -0.295517803956522 -0.193062411926087 -0.225409365717391 -0.313019360145652 -0.280016548093478 -0.224099692876087 -0.238776705334783 -0.288042332193478 -0.281053209128261 -0.234954176826087 -0.233485217836957 -0.204065461542391 -0.200611120826087 -0.17665208460087 -0.193813658136304 -0.198495756208696 -0.204346165623913 -0.239211774478261 -0.26520986611087 -0.31849321961087 -0.313910492658696 -0.333485602934783 -0.27352623891087 -0.263729414077826 -0.245099856391304 -0.232527057217391 -0.24926150523913 -0.276143134028043 -0.322967320717391 -0.2999043665 -0.305158797969565 -0.323987626152174 -0.32023255853913 -0.216092864882609 -0.195882830065217 -0.249948140956522 -0.240393344335435 -0.227171018447826 -0.274550756326087 -0.272571343004348 -0.272334181021739
"17" "WALKING_UPSTAIRS" -0.362958879741667 -0.340458466770833 -0.359536731839583 -0.344600836072917 -0.331970470295833 -0.330977236208333 -0.290347872154167 -0.238642458583333 -0.331892301979167 -0.319561307554167 -0.353384894202083 -0.337506086222917 -0.3065245483875 -0.318125589020833 -0.239406513520833 -0.267539398852083 -0.315935967727083 -0.352100457708333 -0.330240495666667 -0.333867271479167 -0.343998069300625 -0.347899820672917 -0.342116407304167 -0.3097310927625 -0.284649261583333 -0.2739102829375 -0.362667646041667 -0.347807794895833 -0.349310396145833 -0.318328341662917 -0.37958816345625 -0.38055914544375 -0.367920838083333 -0.368010774447458 -0.3278867575 -0.3275268846875 -0.35451429803125 -0.4047405749 -0.369118848208333 -0.351126127958333 -0.376909906991667 -0.3531973096875 -0.3304924585625 -0.332858722535417 -0.291714381639583 -0.272086514885417 -0.316298081522917 -0.337546357729167 -0.3245506030175 -0.337824363247917 -0.353885308770833 -0.357834569422917 -0.3549655436875 -0.311560287627083 -0.344120200208333 -0.346073447308333 -0.330360183291667 -0.33190696575625 -0.353504033708333 -0.347175423291667 -0.31542416636375 -0.352427156320833 -0.329186823458333 -0.3260006507975 -0.3200469441125 -0.366167355104167
"18" "LAYING" -0.763975872115385 -0.763570980315385 -0.763103182704615 -0.749902595778462 -0.736969004369231 -0.735725084946154 -0.839511350523077 -0.840100609596923 -0.84424183166 -0.845150902866154 -0.834019386336923 -0.800695326327692 -0.798678962869231 -0.782254852132308 -0.838848365933846 -0.838542709030769 -0.837427157430769 -0.824301607846154 -0.825156468384615 -0.835892315487692 -0.735338775803077 -0.742231262373846 -0.741175613323077 -0.757589267796923 -0.792916284503077 -0.820883884776923 -0.769559860923077 -0.793220222186615 -0.792357009864615 -0.792625480712308 -0.794266419316923 -0.808971990452308 -0.835380797876923 -0.838200654384615 -0.736642988507692 -0.749737758172308 -0.810268938362308 -0.790070524553846 -0.766031556153846 -0.750278203878462 -0.748552618576923 -0.735081485618462 -0.844863726555385 -0.841642007186154 -0.766522681690769 -0.737654689524615 -0.718607582738462 -0.721788093118462 -0.73650330316 -0.736069608624 -0.808839795719385 -0.825543549215385 -0.837802299378462 -0.836931789861538 -0.816819803938462 -0.818208851630769 -0.80333721146 -0.782928772018462 -0.74826688802 -0.748330075942308 -0.714295335173846 -0.713679112502462 -0.747720742504615 -0.762598834896462 -0.776102050913846 -0.793864453298462
"18" "SITTING" -0.787968639291228 -0.789234873275439 -0.791755950947368 -0.80635478707193 -0.824348108396491 -0.822670237385965 -0.829704479649123 -0.828600322289474 -0.797868884694737 -0.777973986947368 -0.75719306234386 -0.750774410964912 -0.752687604105263 -0.768681595573684 -0.805543710519298 -0.787550447064912 -0.719923604598597 -0.735569359938597 -0.762026621108772 -0.721736072384211 -0.820886087259649 -0.83697531077193 -0.840703139584084 -0.828705139715439 -0.827868502017544 -0.827579451173684 -0.842123182017544 -0.813896302754386 -0.839348510282456 -0.817456766957895 -0.817024130008772 -0.790055352257895 -0.751589775015789 -0.746557799282456 -0.84363516716421 -0.844457567163158 -0.753110150868421 -0.776942112312316 -0.790869472757895 -0.788526773582456 -0.795743161542105 -0.809448406685965 -0.799587015929825 -0.799623973350877 -0.790334836889474 -0.810833324726316 -0.823442795791228 -0.828473366682456 -0.825814692368421 -0.824289333514035 -0.800155876938596 -0.799809492144035 -0.764345683885965 -0.76248016885614 -0.786838263949123 -0.785285341388632 -0.781376745652632 -0.76993372477193 -0.841115313175439 -0.839069772403509 -0.835595285363158 -0.834505006680702 -0.83497624367193 -0.846543586491228 -0.842684327122807 -0.839713193596491
"18" "STANDING" -0.81946485359589 -0.822392839342466 -0.822957946769863 -0.808217874972603 -0.7801169541 -0.783799328815069 -0.774203521343836 -0.773937021245205 -0.780238038161644 -0.79802520429726 -0.805040458575342 -0.819190927393151 -0.817763392513699 -0.819977385826027 -0.791713512875342 -0.805856078554795 -0.835222880413699 -0.833043349150685 -0.818916869756164 -0.83573285539726 -0.784503724284932 -0.782751343086301 -0.785222110412329 -0.797230891419178 -0.782598737451507 -0.77538634540274 -0.772641542994794 -0.798859603915068 -0.766358529886301 -0.782021884109589 -0.784148802869863 -0.797270525179452 -0.823768023861644 -0.823891677813699 -0.773620317847945 -0.772723588461644 -0.830696604133562 -0.831511307253425 -0.806027150342466 -0.80624562519863 -0.805478975743836 -0.804602746232877 -0.799209116942466 -0.798232666817808 -0.81572529910411 -0.814465599053425 -0.817026808008219 -0.799480390568493 -0.799940156356164 -0.78809001960274 -0.810988932246027 -0.798132851879452 -0.821136241068493 -0.822311826154794 -0.823500162023288 -0.806655696547945 -0.808009276675343 -0.815878782715069 -0.772417252760274 -0.772753255415068 -0.804402894010959 -0.805328453 -0.789572242884315 -0.780168452980822 -0.767754146761644 -0.767434948309589
"18" "WALKING" -0.443936836839286 -0.458872691285714 -0.462984845401786 -0.468400326375 -0.447804721 -0.444293218160714 -0.378100841998214 -0.386400952553571 -0.428229247946429 -0.432883852675 -0.437518419892857 -0.446550247632143 -0.444512838589286 -0.450676379583929 -0.417584889767857 -0.422133923089286 -0.414308954160714 -0.415444731071429 -0.415414341285714 -0.423436730053571 -0.452930013442857 -0.435023650839286 -0.426861218705357 -0.421182831428571 -0.389420066783929 -0.396685705303571 -0.409714392262143 -0.419959108396429 -0.440156241410714 -0.452463241696429 -0.429230915576607 -0.430861579517857 -0.448835914051786 -0.450976785966071 -0.465693882529464 -0.428075540142857 -0.450366786133929 -0.467545754517857 -0.463626177446429 -0.45552761425 -0.462373272089286 -0.457618351553571 -0.412933776299464 -0.4233796315875 -0.460407457392857 -0.454559368714286 -0.471489095375 -0.467107224089286 -0.444629050803571 -0.468743636821429 -0.4199384959375 -0.425327813567857 -0.458852802392857 -0.458669521696429 -0.463301833441071 -0.467618557571429 -0.442040708721429 -0.461230270535714 -0.429262479482143 -0.430543305069643 -0.463965350535714 -0.469171599392857 -0.433939415910714 -0.443726114553571 -0.431685576428571 -0.421727400071429
"18" "WALKING_DOWNSTAIRS" -0.356766296101818 -0.389557136339091 -0.42022362778 -0.421789650254545 -0.443920603963636 -0.470952572274545 -0.417633735145455 -0.408711401636364 -0.363773895734545 -0.397517229116364 -0.370067920527273 -0.312692758316364 -0.331382891436364 -0.370356556662182 -0.393084961981818 -0.360432964509091 -0.363147268221818 -0.357945486218182 -0.345065542261818 -0.343877075981818 -0.460830893667273 -0.479625274890909 -0.492652089472727 -0.456739299327273 -0.449661987490909 -0.445226538581818 -0.501163676218182 -0.488928804163636 -0.437879571618182 -0.398073480072727 -0.399584106327273 -0.430346931181818 -0.429784377496364 -0.419184073350909 -0.450528784890909 -0.482124844327273 -0.367260491181818 -0.376917981767273 -0.413744576171636 -0.404080279050909 -0.419292024092727 -0.449958514654545 -0.437614966472727 -0.394034743665455 -0.370021052890909 -0.367633198581818 -0.389797658018182 -0.401319472316364 -0.421650615169091 -0.446640926709091 -0.465062186672727 -0.439772876527273 -0.3822306482 -0.394509392072727 -0.351753220549091 -0.357464009345455 -0.389267388909091 -0.366992700183636 -0.465887025963636 -0.474369572181818 -0.44779617554 -0.429873049127273 -0.430685417927273 -0.445886255072727 -0.4122575634 -0.428265388232727
"18" "WALKING_UPSTAIRS" -0.498132673982759 -0.440351983706897 -0.416111730741379 -0.421013181655172 -0.424991234155172 -0.435843434517241 -0.491865785982759 -0.499816584393103 -0.482527381705172 -0.469921507791379 -0.486153677206897 -0.522320100275862 -0.500747121418965 -0.501754874310345 -0.504573196741379 -0.497008386218621 -0.518774785189655 -0.501940031608621 -0.510440342913793 -0.527718290101724 -0.416168473672414 -0.403749855060345 -0.403397556551724 -0.416753248586207 -0.455297917741379 -0.482858265224138 -0.446699829827586 -0.450183674327586 -0.471521603453448 -0.478097736018966 -0.462367822844828 -0.460535766586207 -0.485201105258621 -0.460613281643103 -0.447208182789655 -0.443424994534483 -0.497345649589655 -0.473673212913793 -0.458156911662069 -0.44849916462069 -0.444155056482759 -0.455163135572414 -0.465482936362069 -0.475355235172414 -0.478689734258621 -0.492200505258621 -0.495069261586207 -0.497482806068965 -0.449852072291379 -0.431670279448276 -0.443613293137931 -0.457424973344828 -0.471674773115517 -0.452474870103448 -0.465930094724138 -0.459837540051724 -0.446075405524138 -0.440800677627586 -0.485898635948276 -0.472134872517241 -0.455905046526167 -0.45510095812069 -0.492849747241379 -0.499589671155172 -0.507146703056897 -0.499308768753448
"19" "LAYING" -0.783585345037349 -0.762942306196386 -0.76447632653253 -0.761455155350602 -0.760155032518072 -0.754320606310843 -0.78827160203253 -0.78796910025253 -0.826153468012048 -0.821668856746988 -0.813678242424096 -0.790999943977108 -0.779542276892771 -0.781516855481928 -0.795978059415663 -0.799831027781711 -0.772156701990361 -0.769150171180723 -0.79653296903012 -0.786932440201205 -0.758906727433735 -0.757832164574699 -0.757522765959036 -0.756693149085542 -0.755968736248193 -0.759821308743614 -0.773593776144096 -0.773431573342169 -0.764092780749398 -0.773947181391566 -0.78724705119759 -0.785809171142169 -0.782493377683133 -0.770348755351807 -0.763244124043373 -0.764690308200843 -0.761752854239759 -0.763842548363855 -0.762181036820482 -0.762697837511325 -0.756090333238554 -0.750902301576506 -0.790948636577108 -0.815675257578313 -0.775600533062651 -0.774906041819277 -0.773702382324096 -0.761780609879518 -0.756624902713253 -0.762023877522892 -0.778584560086747 -0.777217006371446 -0.78176452153253 -0.785159256963855 -0.781045603581928 -0.803649283936145 -0.804778468566265 -0.794509621507349 -0.759143970248193 -0.771357645925783 -0.75313973236747 -0.747486504784337 -0.744904335216867 -0.743819449439759 -0.752526129109639 -0.765359968524096
"19" "SITTING" -0.821859500715069 -0.832382860826027 -0.821987565793151 -0.805521891671233 -0.789376049958904 -0.78640504798589 -0.736267897565753 -0.754501902387671 -0.773041881286301 -0.776328454523288 -0.784212285303425 -0.810986651232425 -0.822282502181096 -0.816791591758356 -0.754419609619863 -0.763708942624657 -0.785169719021918 -0.806501438061644 -0.751089265821918 -0.766338841938904 -0.786275629567123 -0.785903269553425 -0.778282622690411 -0.748678230164384 -0.738709026838356 -0.734250093824658 -0.750093420082192 -0.735682068767123 -0.730212286652055 -0.73194581899726 -0.73826436860548 -0.734229574580822 -0.746158869117808 -0.777676590239726 -0.747235208150685 -0.743936016409589 -0.831832732391096 -0.828503969041096 -0.829097446467123 -0.822894150684521 -0.826014001893151 -0.827769887178082 -0.745586281816438 -0.751324606930137 -0.829133426894521 -0.811434695393151 -0.812437354841096 -0.808086749763288 -0.77892550560274 -0.762959318709589 -0.74663283700411 -0.74492734570137 -0.777660561573973 -0.78354357290274 -0.796062354230137 -0.793821451876712 -0.795070405026027 -0.801056425493151 -0.746168649376712 -0.753952072775438 -0.808410436082192 -0.787365574410959 -0.770322718520548 -0.764507570684931 -0.741345695983562 -0.740540226756164
"19" "STANDING" -0.752091043739726 -0.783862907015068 -0.782099015247945 -0.797647997121918 -0.81065011209589 -0.814430503021918 -0.811293418609589 -0.809509496821918 -0.795247225942466 -0.779165475671233 -0.765825756342466 -0.754958926124658 -0.75128487700411 -0.752458033680808 -0.79087746890411 -0.787715085947945 -0.765052164032877 -0.765151577400137 -0.778065748780822 -0.765229455232877 -0.813102283793151 -0.811160181610959 -0.806926659087671 -0.813655746342466 -0.801006210039726 -0.813770397219178 -0.819081034448356 -0.806989366893151 -0.807180973827397 -0.815282176426027 -0.81660094189589 -0.805537998734657 -0.777489392120548 -0.774476140782192 -0.826267499479452 -0.822292073479452 -0.76838914906048 -0.780290000182466 -0.78971583940137 -0.792969227287671 -0.792208795976712 -0.790262540842466 -0.791803063331507 -0.794772935519178 -0.760486371972603 -0.781311178510959 -0.782025152693151 -0.794538694273973 -0.819160744055068 -0.820853500712329 -0.792425283469863 -0.793211654657534 -0.772188211826027 -0.773729688713699 -0.77685593269726 -0.775398540815069 -0.774325916063014 -0.759411679806849 -0.817950729409589 -0.816862685513699 -0.787619261506849 -0.800058044614931 -0.806274364231507 -0.803011123672603 -0.814054501890411 -0.812320789273973
"19" "WALKING" -0.0627306833653846 -0.114864631420577 -0.116821499102885 -0.105762105615385 -0.119209814015385 -0.106600550762692 -0.122432168221154 -0.117367862634615 -0.0779882791423077 -0.0865914370269231 -0.066529318975 -0.0717975769248077 -0.0619485645057692 -0.0729215560346154 -0.143598155375 -0.134861514078846 -0.124078328301923 -0.0976143088192308 -0.0738757882730769 -0.0976411470942015 -0.109580309461538 -0.106504566183077 -0.101998477986538 -0.0836770905730769 -0.0880403472307692 -0.1255047375 -0.111781074896346 -0.0892965461538461 -0.135504817480769 -0.1090984638 -0.143649202901923 -0.132566509501923 -0.127439780319231 -0.0963989895711539 -0.108579886209615 -0.116455206859615 -0.112050387070192 -0.108341131955769 -0.128612206461538 -0.115801575330962 -0.133830612638846 -0.0896751207903846 -0.111178185738462 -0.0783197579192308 -0.112870948865385 -0.0827393373923077 -0.108155637813462 -0.103474666813462 -0.110219297807692 -0.104084714761538 -0.120275607005769 -0.14075200231 -0.126757882076923 -0.101816978607692 -0.0979595609596154 -0.118657977788462 -0.0877049842057692 -0.107242765 -0.0787894191961538 -0.123825762478846 -0.0950246671403846 -0.0786332637440385 -0.10567634195 -0.0912394364051923 -0.0854769172884615 -0.106452386053846
"19" "WALKING_DOWNSTAIRS" 0.189139248269231 0.252997158328205 0.178566263251282 0.153504588358974 0.173160558051282 0.100291642164103 0.169528291057179 0.139500338358974 0.0521500351820513 0.0221967918512821 0.105696129282051 0.0852339089230769 0.0504948577846154 0.0598898842307692 0.133373028108205 0.123151013846154 0.145472120530769 0.174711349897436 0.135900861051282 0.130417830361538 0.138007222153846 0.195661078179487 0.165927995735897 0.223791726769231 0.201138744435897 0.167000375897436 0.147041916869231 0.131012690868974 0.0296127200153846 0.064839458925641 0.123329327230769 0.0918804341538462 0.0980035367435897 0.194405339333333 0.122031370230744 0.144979176958974 0.201972164897436 0.128210121282051 0.149021719230769 0.162105575692308 0.052653305 0.112536936174359 0.0918447534948718 0.119381349051282 0.151674845274359 0.198051299794872 0.193674310320513 0.227966692179487 0.211856950203333 0.185070015487179 0.160952955330769 0.113856115846154 0.158855887001282 0.186824648692308 0.201034296025641 0.148661898179487 0.134441184710256 0.133041876846154 0.132585943076923 0.118514119871795 0.117620617871795 0.124236624936462 0.141129673371795 0.134229079984615 0.117745667654615 0.0567071074358974
"19" "WALKING_UPSTAIRS" -0.2518980118 -0.2647357845225 -0.2684704791725 -0.3079167408 -0.26893286255 -0.273678289775 -0.22410668495 -0.1887172743375 -0.17360763849 -0.1747066492625 -0.1595966763375 -0.2153078861225 -0.23521202745 -0.188784540725 -0.2256998418 -0.27454041755 -0.2131806775 -0.224822347625 -0.2363804573225 -0.23426175686 -0.248881387615 -0.210626003025 -0.1942188468925 -0.21767871971425 -0.223735318993625 -0.1928254266 -0.2424732017575 -0.260871986 -0.2593701875625 -0.1671238870075 -0.195859093575 -0.205706637175 -0.1843600116 -0.2462385479725 -0.2849401521075 -0.25290759249 -0.25352190787 -0.291544096575 -0.271929581525 -0.2752179513 -0.2140306423075 -0.2286431352375 -0.22583815015 -0.1975844936 -0.2524539542 -0.2706353037025 -0.25602570758875 -0.2522568622 -0.26589622625 -0.304709613875 -0.241974573475 -0.2540183290925 -0.255492342165 -0.2438584002925 -0.23787539203 -0.24412845625 -0.271965158275 -0.2339717520625 -0.2759956072 -0.2477667330925 -0.248730078915 -0.272337100825 -0.2468024946625 -0.253380966305 -0.266894597475 -0.257895262075
"2" "LAYING" -0.766327298414583 -0.76599972365 -0.7679385215625 -0.789272594 -0.8088638646875 -0.778230724916667 -0.747347515220833 -0.72308573916375 -0.73037921540625 -0.727739787520833 -0.746256197895833 -0.7857042525875 -0.790399743391667 -0.769224296879167 -0.726293644058333 -0.746881260502083 -0.806534954895833 -0.807159703145833 -0.78704471300625 -0.8073860086 -0.743098022072917 -0.72479158193125 -0.724932832404167 -0.745420650375 -0.743960648622917 -0.767346330827083 -0.7602725485625 -0.778038223666667 -0.790709831375 -0.795564747125 -0.789268337145833 -0.8113419234125 -0.829442897666667 -0.8274174536875 -0.831481736520833 -0.813560687916667 -0.78599674618125 -0.789041453546667 -0.806772007104167 -0.77591067616875 -0.77561719668125 -0.761699940945833 -0.749620122875 -0.73285361135 -0.79933405790625 -0.790058441916667 -0.7694434200625 -0.783332084145833 -0.789299757458333 -0.812002157979167 -0.801078775270833 -0.795880719791667 -0.812616591083333 -0.780165443166667 -0.782989861897917 -0.7816719076875 -0.788871070458333 -0.808150022079167 -0.793082388116667 -0.760041551416667 -0.726509394197917 -0.737044274322917 -0.762808217325 -0.80581943228125 -0.824301039270833 -0.809416419454375
